subjectSlug,subjectName,classLevel,department,topic,difficulty,stem,optionA,optionB,optionC,optionD,correctIndex,explanation,source
biology,Biology,ss2,science,Genetics,2,A cross between a pure tall (TT) and a pure short (tt) pea plant gives,"half tall, half short",all tall offspring,medium-height offspring,all short offspring,1,Tt × 100% = all tall (T dominant).,JAMB past (adapted)
biology,Biology,ss3,science,Genetics,3,The F2 phenotypic ratio of a monohybrid cross is,1:2:1,9:3:3:1,3:1,1:1,2,Monohybrid F2 = 3 tall : 1 short.,JAMB past (adapted)
biology,Biology,ss3,science,Genetics,3,A dihybrid cross F2 ratio is,9:3:3:1,12:3:1,3:1,1:2:1,0,Two genes → 9:3:3:1.,JAMB past (adapted)
biology,Biology,ss3,science,Genetics,3,The genetic make-up of an organism is its,phenotype,karyotype,prototype,genotype,3,Genotype = allele combination.,JAMB past (adapted)
biology,Biology,ss2,science,Genetics,2,Characteristics acquired by an organism during its lifetime are,sometimes inherited,inherited only by plants,always inherited,not inherited,3,Acquired traits are not passed on.,JAMB past (adapted)
biology,Biology,ss1,science,Ecology,1,Green plants in a food chain are called,consumers,parasites,producers,decomposers,2,Producers fix energy.,JAMB past (adapted)
biology,Biology,ss1,science,Ecology,1,Organisms that break down dead matter are,carnivores,decomposers,herbivores,producers,1,Bacteria/fungi decompose.,JAMB past (adapted)
biology,Biology,ss2,science,Ecology,2,The natural home of an organism is its,niche,population,biome,habitat,3,Habitat = where it lives.,JAMB past (adapted)
biology,Biology,ss2,science,Ecology,2,Symbiosis where both organisms benefit is,commensalism,parasitism,mutualism,predation,2,Mutual benefit = mutualism.,JAMB past (adapted)
biology,Biology,ss3,science,Ecology,3,The total dry weight of organisms at a trophic level is,yield,productivity,biomass,standing crop,3,Biomass at a trophic level.,JAMB past (adapted)
biology,Biology,ss2,science,Ecology,2,The carbon cycle returns carbon dioxide to the air mainly through,nitrogen fixation,photosynthesis,respiration and combustion,erosion,2,Respiration/burning release CO₂.,JAMB past (adapted)
biology,Biology,ss3,science,Ecology,3,Eutrophication of lakes is caused mainly by excess,carbon dioxide,salt,nitrates and phosphates,oxygen,2,Fertilizer runoff → algal bloom.,JAMB past (adapted)
biology,Biology,ss1,science,Nervous Coordination,1,The basic unit of the nervous system is the,dendrite,nephron,axon,neurone,3,Neurone = nerve cell.,JAMB past (adapted)
biology,Biology,ss2,science,Nervous Coordination,2,Reflex actions are controlled by the,spinal cord,medulla,cerebellum,cerebrum,0,Reflex arc via spinal cord.,JAMB past (adapted)
biology,Biology,ss2,science,Nervous Coordination,2,The part of the brain for balance and posture is the,hypothalamus,medulla oblongata,cerebrum,cerebellum,3,Cerebellum coordinates movement.,JAMB past (adapted)
biology,Biology,ss3,science,Nervous Coordination,3,Which hormone lowers blood sugar?,Adrenaline,Insulin,Thyroxine,Glucagon,1,Insulin from β-cells.,JAMB past (adapted)
biology,Biology,ss2,science,Nervous Coordination,2,The sense organ for hearing and balance is the,skin,ear,nose,eye,1,Ear — cochlea + vestibular.,JAMB past (adapted)
biology,Biology,ss1,science,Diversity,1,Organisms that make their own food are called,autotrophs,saprophytes,parasites,heterotrophs,0,Auto = self-feeding.,JAMB past (adapted)
biology,Biology,ss2,science,Diversity,2,Malaria is caused by,Anopheles mosquito,Plasmodium,Entamoeba,Trypanosoma,1,Mosquito transmits; Plasmodium causes.,JAMB past (adapted)
biology,Biology,ss2,science,Diversity,2,Bacteria that live in root nodules of legumes,cause diseases,fix nitrogen,make food,store starch,1,Rhizobium fixes N₂.,JAMB past (adapted)
biology,Biology,ss3,science,Diversity,3,Which group of organisms has chitinous cell walls?,Viruses,Bacteria,Algae,Fungi,3,Fungal walls are chitin.,JAMB past (adapted)
biology,Biology,ss2,science,Diversity,2,HIV attacks mainly the,red blood cells,platelets,liver cells,T-lymphocytes,3,HIV destroys helper T-cells.,JAMB past (adapted)
biology,Biology,ss2,science,Adaptation,2,The long neck of the giraffe is an adaptation for,fighting,seeing far,running fast,browsing tall trees,3,Feeding high in trees.,JAMB past (adapted)
biology,Biology,ss3,science,Adaptation,3,Succulent leaves of desert plants store,water,oil,starch,salt,0,Xerophytic adaptation.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Particulate Nature,1,The smallest particle of an element that can take part in a chemical reaction is the,ion,atom,molecule,electron,1,Atom = basic reacting unit.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Particulate Nature,1,An atom of an element is identified by its number of,neutrons,nucleons,electrons,protons,3,Atomic number = protons.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Particulate Nature,2,Isotopes of an element have the same number of protons but different numbers of,neutrons,ions,shells,electrons,0,Mass number differs.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Particulate Nature,2,The sub-atomic particle with a negative charge is the,proton,positron,neutron,electron,3,Electron is negative.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Particulate Nature,3,"An atom with electron configuration 2,8,7 belongs to Group",I,V,II,VII,3,7 outer electrons → halogens.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Periodic Chemistry,2,Elements in the same group of the periodic table have the same number of,protons,shells,neutrons,outermost electrons,3,Group number = outer electrons.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Periodic Chemistry,2,"Across a period, atomic radii",stay constant,double,decrease,increase,2,Higher nuclear charge pulls electrons in.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Periodic Chemistry,2,The most reactive non-metal group is,Group 0,Group I,Group VII,Group II,2,Halogens are most reactive non-metals.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Periodic Chemistry,3,Group I metals are stored under oil because they,react vigorously with water and air,evaporate quickly,are radioactive,melt easily,0,Na/K tarnish and react with moisture.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Periodic Chemistry,2,Noble gases are unreactive because they,are gases,are heavy,have complete outer shells,have no nucleus,2,Full outer shell = stable.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Chemical Bonds,1,The bond in NaCl is,hydrogen,metallic,ionic,covalent,2,Metal + non-metal → ionic.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Chemical Bonds,1,The bond in N₂ molecule is,metallic,covalent,dative,ionic,1,Non-metals share electrons.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Chemical Bonds,2,Which compound has a giant covalent structure?,Diamond,Ice,Sodium chloride,Copper,0,Diamond = carbon network.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Chemical Bonds,3,"Ammonium ion, NH₄⁺, contains a",van der Waals bond,metallic bond,double bond,dative (coordinate) bond,3,N→H donated pair.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Stoichiometry,2,The relative atomic mass of carbon is 12. One mole of carbon contains,6.0 × 10²³ atoms,6 atoms,1 atom,12 × 10²³ atoms,0,Avogadro's number of atoms.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Stoichiometry,3,"What mass of MgO is formed when 12 g of Mg burns completely in oxygen? (Mg = 24, O = 16)",28 g,40 g,20 g,12 g,2,½ mol Mg → ½ × 40 = 20 g.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Stoichiometry,3,"How many moles are in 44 g of CO₂? (C = 12, O = 16)",2,0.5,1,4,2,Molar mass 44 → 1 mol.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Stoichiometry,2,The number of molecules in one mole of any gas at s.t.p. is,6.0 × 10²³,22 400,6.0 × 10⁻²³,24 000,0,Avogadro constant.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,States of Matter,1,The change of state from gas to liquid is called,evaporation,freezing,condensation,sublimation,2,Gas → liquid = condensation.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,States of Matter,2,Diffusion is fastest in,liquids,all the same,gases,solids,2,Gas particles move freely.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,States of Matter,3,Sublimation is the change from,liquid to gas,solid to liquid,gas to solid only,solid directly to gas,3,"e.g. iodine, dry ice.",JAMB past (adapted)
chemistry,Chemistry,ss1,science,Acids and Bases,1,The pH of a neutral solution at 25°C is,7,1,0,14,0,pH 7 = neutral.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Acids and Bases,1,Which is a characteristic acid reaction?,Turns blue litmus red,Has no taste reaction,Feels soapy,Turns red litmus blue,0,Acids → blue to red.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Acids and Bases,2,An acid that is also an oxidising agent is,H₂CO₃,HCl,HNO₃,CH₃COOH,2,Conc. HNO₃ oxidises.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Acids and Bases,2,The salt formed when HCl reacts with NaOH is,Na₂Cl,NaHCl,NaCl,NaOHCl,2,HCl + NaOH → NaCl + H₂O.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Acids and Bases,3,A deliquescent substance,sublimes,remains dry,loses water to the air,absorbs moisture and dissolves,3,"e.g. NaOH, CaCl₂.",JAMB past (adapted)
chemistry,Chemistry,ss2,science,Electrolysis,2,"During electrolysis, reduction occurs at the",battery,cathode,anode,electrolyte,1,Cathode — gain of electrons.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Electrolysis,2,"In the electrolysis of molten NaCl, the product at the cathode is",chlorine,sodium,hydrogen,oxygen,1,Na⁺ + e⁻ → Na.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Electrolysis,3,"In dilute H₂SO₄ electrolysis with platinum electrodes, the anode product is",sulphur,sulphur dioxide,hydrogen,oxygen,3,OH⁻ discharges → O₂.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Electrolysis,3,The electroplating of a spoon with silver makes the spoon the,anode,electrolyte,cathode,salt bridge,2,Deposition happens at cathode.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Rates & Equilibrium,2,Increasing temperature increases reaction rate mainly because particles,become lighter,collide more often with greater energy,slow down,get bigger,1,More energetic collisions.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Rates & Equilibrium,2,A catalyst changes reaction rate by changing the,product mass,enthalpy change,equilibrium position only,activation energy path,3,Catalysts offer a lower-Ea route.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Rates & Equilibrium,3,"For an exothermic reaction at equilibrium, raising the temperature shifts equilibrium",nowhere,towards the products,to the gas side always,towards the reactants,3,Le Chatelier — heat is a product.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Rates & Equilibrium,3,Increasing pressure on the equilibrium N₂ + 3H₂ ⇌ 2NH₃ shifts it,"left, to more gas moles","right, to fewer gas moles",depends on catalyst,no shift,1,4 mol gas → 2 mol gas.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Metals,1,The most abundant metal in the earth's crust is,aluminium,calcium,iron,sodium,0,Al is most abundant metal.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Metals,2,Iron is extracted from its ore in the,bessemer converter only,open hearth,blast furnace,electric furnace,2,Haematite + coke in blast furnace.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Metals,2,Rusting of iron requires both,oxygen and salt only,oxygen and water,water and oil,nitrogen and water,1,Air + moisture rust iron.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Metals,2,The metal that is liquid at room temperature is,sodium,lead,zinc,mercury,3,Hg melts at −39°C.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Non-metals,2,The gas that turns limewater milky is,carbon dioxide,nitrogen,oxygen,hydrogen,0,CO₂ + Ca(OH)₂ → CaCO₃.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Non-metals,2,Hydrogen burns in air with a,brick-red flame,green flame,pale blue flame,yellow smoky flame,2,H₂ burns with a pale blue flame.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Organic Chemistry,1,The general formula of alkanes is,CₙH₂ₙ₊₁,CₙH₂ₙ₊₂,CₙH₂ₙ,CₙH₂ₙ₋₂,1,Saturated — single bonds.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Organic Chemistry,1,The functional group of alcohols is,–OH,–NH₂,–COOH,–CHO,0,Hydroxyl group.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Organic Chemistry,2,The functional group of carboxylic acids is,–CO–,–COOH,–O–,–OH,1,Carboxyl group.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Organic Chemistry,2,Ethanol can be oxidised to,ethene,ethane,ethanoic acid,ethanal only,2,Alcohol → acid.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Organic Chemistry,2,The simplest alkene is,ethyne,ethene,propene,methene,1,C₂H₄ — no methene.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Organic Chemistry,3,Isomers have the same molecular formula but different,elements,structural formulae,states,mass numbers,1,Definition of isomerism.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Organic Chemistry,3,Which hydrocarbon is used mainly as a fuel gas (cooking)?,Methanol,Butane/propane (LPG),Benzene,Naphthalene,1,LPG = propane + butane.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Water & Solutions,1,Temporary hardness of water is caused by,nitrates of NH₄,sulphates of Na,chlorides of K,hydrogencarbonates of Ca/Mg,3,Removed by boiling.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Water & Solutions,2,Boiling removes,all hardness,no hardness,permanent hardness,temporary hardness,3,Ca(HCO₃)₂ → CaCO₃ ↓.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Water & Solutions,2,Permanent hardness is removed by,freezing,boiling,filtering,washing soda (Na₂CO₃),3,Na₂CO₃ precipitates CaCO₃.,JAMB past (adapted)
chemistry,Chemistry,ss1,science,Air & Pollution,1,The approximate percentage of oxygen in air is,1%,78%,21%,50%,2,"Air: N₂ 78%, O₂ 21%.",JAMB past (adapted)
chemistry,Chemistry,ss2,science,Air & Pollution,2,The gas mainly responsible for the greenhouse effect increase is,N₂,H₂,CO₂,O₂,2,Carbon dioxide traps heat.,JAMB past (adapted)
chemistry,Chemistry,ss2,science,Air & Pollution,2,Which pollutant causes acid rain?,He,SO₂,N₂,O₂,1,SO₂ → H₂SO₄ in rain.,JAMB past (adapted)
chemistry,Chemistry,ss3,science,Air & Pollution,3,Chlorofluorocarbons damage the,troposphere,hydrosphere only,ozone layer,lithosphere,2,CFCs deplete ozone.,JAMB past (adapted)
physics,Physics,ss1,science,Measurement,1,The SI unit of force is the,newton,pascal,watt,joule,0,1 N = 1 kg·m/s².,JAMB past (adapted)
physics,Physics,ss1,science,Measurement,1,The SI unit of power is the,joule,newton,ohm,watt,3,1 W = 1 J/s.,JAMB past (adapted)
physics,Physics,ss2,science,Measurement,2,Atmospheric pressure is measured with a,ammeter,hydrometer,manometer,barometer,3,Barometer — atmospheric pressure.,JAMB past (adapted)
physics,Physics,ss2,science,Measurement,2,A spring balance measures,volume,mass,weight,density,2,Spring balance → force/weight.,JAMB past (adapted)
physics,Physics,ss3,science,Measurement,3,The dimensions of pressure are,MLT⁻²,ML⁻¹T⁻²,ML²T⁻²,ML⁻³,1,Force/area = ML⁻¹T⁻².,JAMB past (adapted)
physics,Physics,ss1,science,Motion,1,The unit of acceleration is,m/s,m/s²,ms,s/m,1,Acceleration = velocity change per second.,JAMB past (adapted)
physics,Physics,ss2,science,Motion,2,A body starts from rest and accelerates at 4 m/s² for 3 s. Its final velocity is,48 m/s,12 m/s,1.33 m/s,7 m/s,1,v = u + at = 4 × 3.,JAMB past (adapted)
physics,Physics,ss2,science,Motion,2,The distance travelled in 5 s at a steady 20 m/s is,100 m,4 m,200 m,25 m,0,s = vt = 20 × 5.,JAMB past (adapted)
physics,Physics,ss2,science,Motion,2,A car decelerates uniformly from 30 m/s to rest in 10 s. Its deceleration is,300 m/s²,0.33 m/s²,3 m/s²,20 m/s²,2,a = (0 − 30)/10 = −3 m/s².,JAMB past (adapted)
physics,Physics,ss3,science,Motion,3,A projectile's maximum height depends on,vertical component of launch velocity,its colour,air pressure only,its mass,0,H = u²sin²θ/2g.,JAMB past (adapted)
physics,Physics,ss3,science,Motion,3,Newton's first law is also called the law of,inertia,momentum,gravitation,action-reaction,0,First law = inertia.,JAMB past (adapted)
physics,Physics,ss2,science,Motion,2,The momentum of a 4 kg body moving at 5 m/s is,45 kg·m/s,1.25 kg·m/s,20 kg·m/s,9 kg·m/s,2,p = mv = 4 × 5.,JAMB past (adapted)
physics,Physics,ss1,science,Forces,1,A body in equilibrium has resultant force,double its weight,maximum,zero,equal to friction always,2,Equilibrium → ΣF = 0.,JAMB past (adapted)
physics,Physics,ss2,science,Forces,2,The force that always opposes motion between surfaces is,gravity,tension,friction,upthrust,2,Friction opposes relative motion.,JAMB past (adapted)
physics,Physics,ss2,science,Forces,2,The moment of a force is the product of force and,velocity,mass,time,perpendicular distance from pivot,3,Moment = F × d.,JAMB past (adapted)
physics,Physics,ss3,science,Forces,3,A 10 N force acts 2 m from a pivot. The moment is,12 N·m,20 N·m,5 N·m,0.2 N·m,1,10 × 2 = 20 N·m.,JAMB past (adapted)
physics,Physics,ss3,science,Forces,3,"For a body floating in water, upthrust equals the",weight of the body,volume of the body,mass of water in the tank,density of the body,0,Archimedes/floatation principle.,JAMB past (adapted)
physics,Physics,ss1,science,Energy & Power,1,The SI unit of work/energy is the,newton,joule,ampere,watt,1,1 J = 1 N·m.,JAMB past (adapted)
physics,Physics,ss1,science,Energy & Power,1,Energy stored in a stretched catapult is mainly,chemical,elastic potential,nuclear,kinetic,1,Strained elastic stores PE.,JAMB past (adapted)
physics,Physics,ss2,science,Energy & Power,2,A boy of mass 40 kg climbs 5 m in 10 s. His power output is (g = 10 m/s²),100 W,200 W,20 W,2000 W,1,P = mgh/t = 40×10×5/10.,JAMB past (adapted)
physics,Physics,ss2,science,Energy & Power,2,The kinetic energy of a 2 kg mass at 3 m/s is,6 J,9 J,18 J,3 J,1,KE = ½mv² = ½×2×9.,JAMB past (adapted)
physics,Physics,ss2,science,Energy & Power,2,A machine does 600 J of work in 12 s. Its power is,25 W,50 W,5 W,7200 W,1,P = W/t = 600/12.,JAMB past (adapted)
physics,Physics,ss3,science,Energy & Power,3,A machine with efficiency 80% receives 500 J. Useful output is,625 J,500 J,100 J,400 J,3,0.8 × 500 = 400 J.,JAMB past (adapted)
physics,Physics,ss3,science,Energy & Power,3,A 60 W lamp runs for 10 s. Energy used is,600 J,70 J,0.6 J,6 J,0,E = Pt = 60 × 10.,JAMB past (adapted)
physics,Physics,ss1,science,Heat,1,Heat transfer through a metal rod without movement of the material is,radiation,evaporation,convection,conduction,3,Solids conduct.,JAMB past (adapted)
physics,Physics,ss1,science,Heat,1,Heat transfer that requires a fluid medium is,conduction,insulation,convection,radiation,2,Convection currents in fluids.,JAMB past (adapted)
physics,Physics,ss2,science,Heat,2,The transfer of heat without any medium is,diffusion,convection,conduction,radiation,3,Radiation — EM waves.,JAMB past (adapted)
physics,Physics,ss2,science,Heat,2,The melting point of ice at standard pressure is,32°C,−10°C,100°C,0°C,3,Ice melts at 0°C.,JAMB past (adapted)
physics,Physics,ss3,science,Heat,3,Land and sea breezes are caused by,convection,reflection,conduction,radiation only,0,Air circulates by convection.,JAMB past (adapted)
physics,Physics,ss2,science,Heat,2,Temperature is a measure of the,mass of a body,density of a body,average kinetic energy of particles,total heat in a body,2,Temperature ∝ mean KE.,JAMB past (adapted)
physics,Physics,ss1,science,Waves & Sound,1,Sound cannot travel through,a vacuum,air,water,steel,0,Sound needs a medium.,JAMB past (adapted)
physics,Physics,ss2,science,Waves & Sound,2,The unit of frequency is the,decibel,second,hertz,metre,2,1 Hz = 1 cycle/s.,JAMB past (adapted)
physics,Physics,ss2,science,Waves & Sound,2,A wave with frequency 50 Hz and wavelength 4 m has speed,200 m/s,0.08 m/s,12.5 m/s,54 m/s,0,v = fλ = 50 × 4.,JAMB past (adapted)
physics,Physics,ss2,science,Waves & Sound,2,Sound travels fastest in,vacuum,steel,water,air,1,Speed: solids > liquids > gases.,JAMB past (adapted)
physics,Physics,ss3,science,Waves & Sound,3,Echo is caused by the ___ of sound,reflection,absorption,diffraction,refraction,0,Echo = reflected sound.,JAMB past (adapted)
physics,Physics,ss3,science,Waves & Sound,3,The audible frequency range for humans is about,0 Hz – 20 Hz,20 Hz – 20 kHz,2 Hz – 200 Hz,20 kHz – 200 kHz,1,Standard audible range.,JAMB past (adapted)
physics,Physics,ss1,science,Light & Optics,1,Light travels in,random paths,straight lines in a uniform medium,waves only around objects,circles,1,Rectilinear propagation.,JAMB past (adapted)
physics,Physics,ss1,science,Light & Optics,1,The image formed by a plane mirror is,virtual and laterally inverted,virtual and upside-down,real and upright,real and inverted,0,Plane mirror image properties.,JAMB past (adapted)
physics,Physics,ss2,science,Light & Optics,2,A concave mirror is also called a,diverging mirror,converging mirror,parabolic lens,plane mirror,1,Concave converges light.,JAMB past (adapted)
physics,Physics,ss2,science,Light & Optics,2,"When light passes from air into glass, its",colour changes,speed increases,speed decreases,frequency decreases,2,Optically denser → slower.,JAMB past (adapted)
physics,Physics,ss3,science,Light & Optics,3,White light passing through a prism splits into,seven colours,white again,invisible rays,two colours,0,Dispersion — ROYGBIV.,JAMB past (adapted)
physics,Physics,ss3,science,Light & Optics,3,The focal length of a lens is the distance from the lens to the,eye,optical centre of another lens,object,principal focus,3,Definition of focal length.,JAMB past (adapted)
physics,Physics,ss1,science,Electricity,1,The unit of electric current is the,coulomb,ohm,ampere,volt,2,Ampere = C/s.,JAMB past (adapted)
physics,Physics,ss1,science,Electricity,1,The instrument for measuring current is the,ohmmeter,ammeter,galvanometer only,voltmeter,1,Ammeter in series.,JAMB past (adapted)
physics,Physics,ss2,science,Electricity,2,A current of 2 A flows through a 6 Ω resistor. The p.d. across it is,0.33 V,3 V,12 V,8 V,2,V = IR = 2 × 6.,JAMB past (adapted)
physics,Physics,ss2,science,Electricity,2,Three 3 Ω resistors in series give a total resistance of,3 Ω,1 Ω,6 Ω,9 Ω,3,Series resistances add.,JAMB past (adapted)
physics,Physics,ss2,science,Electricity,2,Two 4 Ω resistors in parallel give,4 Ω,2 Ω,16 Ω,8 Ω,1,Equal parallel halves: 4/2.,JAMB past (adapted)
physics,Physics,ss3,science,Electricity,3,A 12 V battery drives 3 A through a lamp. The lamp's resistance is,4 Ω,0.25 Ω,36 Ω,15 Ω,0,R = V/I = 12/3.,JAMB past (adapted)
physics,Physics,ss3,science,Electricity,3,Electrical energy in kWh for a 2 kW heater running 3 h is,5 kWh,6 kWh,1.5 kWh,60 kWh,1,E = Pt = 2 × 3.,JAMB past (adapted)
physics,Physics,ss2,science,Electricity,2,Like electric charges,attract,repel,neutralise,combine,1,Like charges repel.,JAMB past (adapted)
physics,Physics,ss2,science,Electromagnetism,2,A moving coil galvanometer works on the principle of,force on a current-carrying conductor in a magnetic field,resonance,electrostatic induction,chemical action,0,Motor effect.,JAMB past (adapted)
physics,Physics,ss3,science,Electromagnetism,3,"In a step-down transformer, the secondary coil has",equal turns,more turns,fewer turns than the primary,no turns,2,Step-down lowers voltage.,JAMB past (adapted)
physics,Physics,ss2,science,Electromagnetism,2,An electric motor converts electrical energy mainly to,mechanical energy,heat only,chemical energy,light,0,Motor → motion.,JAMB past (adapted)
physics,Physics,ss2,science,Modern Physics,2,The charge on an electron is,positive,neutral,negative,variable,2,e = −1.6 × 10⁻¹⁹ C.,JAMB past (adapted)
physics,Physics,ss2,science,Modern Physics,2,The particle with no charge in the nucleus is the,electron,positron,neutron,proton,2,Neutron is neutral.,JAMB past (adapted)
physics,Physics,ss3,science,Modern Physics,3,The half-life of a radioactive element is the time for,mass to double,radioactivity to stop,half the atoms to decay,all atoms to decay,2,Definition of half-life.,JAMB past (adapted)
physics,Physics,ss3,science,Modern Physics,3,An alpha particle is identical to a,hydrogen atom,photon,helium nucleus,electron,2,⁴₂He nucleus.,JAMB past (adapted)
physics,Physics,ss2,science,Modern Physics,2,X-rays are,particles of matter,sound waves,electromagnetic waves,radio waves only,2,X-rays — EM radiation.,JAMB past (adapted)
physics,Physics,ss2,science,Pressure,2,A force of 200 N acts on an area of 4 m². The pressure is,800 Pa,50 Pa,0.02 Pa,204 Pa,1,P = F/A = 200/4.,JAMB past (adapted)
physics,Physics,ss2,science,Pressure,2,Pressure in a liquid increases with,container shape,colour,depth,breadth,2,P = ρgh.,JAMB past (adapted)
physics,Physics,ss3,science,Pressure,3,A hydraulic press works because pressure is transmitted,as velocity,equally throughout an enclosed liquid,only upwards,only to the small piston,1,Pascal's principle.,JAMB past (adapted)
economics,Economics,ss1,commercial,Basic Concepts,1,Economics is best defined as the study of,making money,selling goods,allocating scarce resources among competing wants,banking systems,2,Scarcity → choice → allocation.,JAMB past (adapted)
economics,Economics,ss1,commercial,Basic Concepts,1,Wants are said to be insatiable because they are,cheap,few,equal,unlimited,3,Human wants are endless.,JAMB past (adapted)
economics,Economics,ss2,commercial,Basic Concepts,2,Opportunity cost is the,money cost only,total cost,forgone alternative,average cost,2,Next best alternative sacrificed.,JAMB past (adapted)
economics,Economics,ss2,commercial,Basic Concepts,2,The basic economic problem is,scarcity,taxation,population,inflation,0,Scarcity is central.,JAMB past (adapted)
economics,Economics,ss1,commercial,Demand & Supply,1,The law of demand states that price and quantity demanded are,unrelated,directly related,inversely related,always equal,2,Higher price → lower demand.,JAMB past (adapted)
economics,Economics,ss1,commercial,Demand & Supply,1,The law of supply states that price and quantity supplied are,inversely related,unrelated,negative,directly related,3,Higher price → more supplied.,JAMB past (adapted)
economics,Economics,ss2,commercial,Demand & Supply,2,Market equilibrium occurs where demand ___ supply,doubles,exceeds,is less than,equals,3,Equilibrium: Qd = Qs.,JAMB past (adapted)
economics,Economics,ss2,commercial,Demand & Supply,2,A fall in the price of a commodity will normally cause its quantity demanded to,vanish,stay constant,rise,fall,2,Movement along the demand curve.,JAMB past (adapted)
economics,Economics,ss3,commercial,Demand & Supply,3,"If two goods are substitutes, a rise in the price of one will",lower demand for the other,raise demand for the other,eliminate the other,not affect the other,1,Substitutes — cross demand rises.,JAMB past (adapted)
economics,Economics,ss3,commercial,Demand & Supply,3,An increase in the cost of production shifts the supply curve to the,right,left,x-axis,origin,1,Higher cost → less supplied at each price.,JAMB past (adapted)
economics,Economics,ss2,commercial,Elasticity,2,Demand for salt is generally,perfectly elastic,elastic,inelastic,unitary,2,Necessity with no close substitute.,JAMB past (adapted)
economics,Economics,ss2,commercial,Elasticity,2,"If a small price change causes a large change in quantity demanded, demand is",static,elastic,inelastic,zero,1,Definition of elastic demand.,JAMB past (adapted)
economics,Economics,ss3,commercial,Elasticity,3,Elasticity of demand equals 1 at the ___ of a straight-line demand curve,lower end,upper end,midpoint,origin,2,Unit elasticity at midpoint.,JAMB past (adapted)
economics,Economics,ss2,commercial,Theory of Production,2,Fixed costs are costs that,rise with output,equal revenue,do not vary with output,are always zero,2,e.g. rent — fixed in short run.,JAMB past (adapted)
economics,Economics,ss2,commercial,Theory of Production,2,"In the short run, at least one factor of production is",variable,absent,fixed,free,2,Short-run definition.,JAMB past (adapted)
economics,Economics,ss3,commercial,Theory of Production,3,The law of diminishing returns applies in the,public sector,long run,market period only,short run,3,Diminishing returns = short run.,JAMB past (adapted)
economics,Economics,ss2,commercial,Theory of Production,2,Total cost equals fixed cost plus,marginal revenue,profit,variable cost,average cost,2,TC = TFC + TVC.,JAMB past (adapted)
economics,Economics,ss1,commercial,Business Organisations,1,A business owned by one person is a,sole proprietorship,partnership,public company,cooperative,0,One-owner business.,JAMB past (adapted)
economics,Economics,ss2,commercial,Business Organisations,2,"In a partnership, the maximum number of partners in ordinary business (Nigeria, CAMA) is conventionally",20,2,50,100,0,Companies Act limit for non-banking partnerships.,JAMB past (adapted)
economics,Economics,ss2,commercial,Business Organisations,2,Shares in a public limited company are,freely transferable on the stock exchange,family-held only,never sold,government-owned,0,Plc shares trade publicly.,JAMB past (adapted)
